6721,0,927,15,0,0,15,20190529,140424,22,1
6721,0,1007,14,0,0,14,20190530,62206,22,1
6721,0,1008,14,0,0,14,20190530,62206,24,1
6721,0,927,15,0,0,15,20190601,85054,22,1
6721,0,927,14,0,0,14,20190530,62206,22,1
6721,0,927,15,0,0,15,20190529,143715,13,2
6721,0,927,15,0,0,15,20190529,144730,13,2
6721,0,927,15,0,0,15,20190529,145715,13,2
6721,0,927,13,0,0,13,20190530,80634,22,1
6721,0,927,15,0,0,15,20190601,83316,22,1
6721,0,927,15,0,0,15,20190601,84220,22,1
6721,0,927,15,0,0,15,20190531,85054,22,1
6721,0,1043,16,0,0,16,20190530,84220,24,1
6721,0,1043,16,0,0,16,20190530,83316,24,1
6721,0,1043,16,0,0,16,20190530,110946,19,1
6721,0,1043,16,0,0,16,20190529,64344,19,1
6721,0,1043,16,0,0,16,20190529,63552,19,1
6721,0,927,13,0,0,13,20190531,80634,55,1
6721,0,927,16,0,0,16,20190601,180552,22,1
6721,0,927,16,0,0,16,20190601,181344,22,1
6721,0,927,15,0,0,15,20190529,125036,22,1
6721,0,927,16,0,0,16,20190601,183552,22,1
6721,0,927,16,0,0,16,20190601,184344,22,1
6721,0,1007,14,0,0,14,20190531,105957,55,1
6721,0,1008,14,0,0,14,20190531,105957,55,1
6721,0,1007,14,0,0,14,20190531,104838,22,1
6721,0,1008,14,0,0,14,20190531,104838,24,1
6721,0,927,15,0,0,15,20190601,80634,22,1
6721,0,1007,14,0,0,14,20190529,64344,22,1
6721,0,1008,14,0,0,14,20190529,64344,2,1
6721,0,1007,14,0,0,14,20190529,63552,22,1
6721,0,1008,14,0,0,14,20190529,63552,2,1
6721,0,927,13,0,0,13,20190601,80634,22,1
6721,0,927,13,0,0,13,20190530,81538,22,1
6721,0,927,13,0,0,13,20190530,82442,22,1
6721,0,927,15,0,0,15,20190531,84220,22,1
6721,0,927,15,0,0,15,20190531,83316,55,1
6721,0,794,12,0,0,12,20190531,105957,22,1
6721,0,795,12,0,0,12,20190531,105957,22,1
6721,0,870,12,0,0,12,20190531,105957,22,1
6721,0,794,12,0,0,12,20190531,104838,22,1
6721,0,795,12,0,0,12,20190531,104838,22,1
6721,0,870,12,0,0,12,20190531,104838,22,1
6721,0,927,15,0,0,15,20190529,132745,22,1
6721,0,927,15,0,0,15,20190529,131512,22,1
6721,0,927,16,0,0,16,20190531,184344,22,1
6721,0,927,16,0,0,16,20190531,183552,22,1
6721,0,927,15,0,0,15,20190529,123933,22,1
6721,0,927,15,0,0,15,20190529,134018,22,1
6721,0,927,15,0,0,15,20190529,130309,22,1
6721,0,1043,16,0,0,16,20190601,184344,24,1
6721,0,1043,16,0,0,16,20190601,183552,24,1
6721,0,927,15,0,0,15,20190530,80634,22,1
6721,0,794,14,0,0,14,20190531,103749,55,1
6721,0,795,14,0,0,14,20190531,103749,55,1
6721,0,870,14,0,0,14,20190531,103749,55,1
6721,0,794,12,0,0,12,20190531,80634,55,1
6721,0,795,12,0,0,12,20190531,80634,55,1
