6721,0,870,12,0,0,12,20190531,80634,55,1
6721,0,1007,14,0,0,14,20190601,104838,55,1
6721,0,1008,14,0,0,14,20190601,104838,55,1
6721,0,1007,14,0,0,14,20190601,105957,22,1
6721,0,1008,14,0,0,14,20190601,105957,24,1
6721,0,927,15,0,0,15,20190529,135221,22,1
6721,0,927,16,0,0,16,20190530,182206,22,1
6721,0,765,10,0,0,10,20190529,64344,22,1
6721,0,765,10,0,0,10,20190529,63552,22,1
6721,0,1030,10,0,0,10,20190529,63552,33,2
6721,0,756,15,0,0,15,20190529,140424,22,1
6721,0,794,15,0,0,15,20190529,140424,55,1
6721,0,870,15,0,0,15,20190529,140424,55,1
6721,0,1042,15,0,0,15,20190529,140424,27,1
6721,0,927,13,0,0,13,20190601,84220,55,1
6721,0,927,13,0,0,13,20190601,83316,22,1
6721,0,927,15,0,0,15,20190601,82442,22,1
6721,0,927,15,0,0,15,20190601,81538,22,1
6721,0,1007,14,0,0,14,20190531,83316,22,1
6721,0,1008,14,0,0,14,20190531,83316,24,1
6721,0,1007,14,0,0,14,20190531,84220,55,1
6721,0,1008,14,0,0,14,20190531,84220,55,1
6721,0,927,13,0,0,13,20190531,82442,22,1
6721,0,927,13,0,0,13,20190531,81538,22,1
6721,0,765,10,0,0,10,20190529,62206,55,1
6721,0,1030,10,0,0,10,20190529,62206,33,2
6721,0,927,15,0,0,15,20190528,65206,22,1
6721,0,1043,16,0,0,16,20190601,181344,55,1
6721,0,1043,16,0,0,16,20190601,180552,24,1
6721,0,927,15,0,0,15,20190531,105957,22,1
6721,0,927,15,0,0,15,20190531,104838,22,1
6721,0,927,15,0,0,15,20190531,103749,22,1
6721,0,927,15,0,0,15,20190528,63552,22,1
6721,0,927,15,0,0,15,20190528,64344,22,1
6721,0,990,16,0,0,16,20190528,263946,22,1
6721,0,990,16,0,0,16,20190528,272708,22,1
6721,0,990,16,0,0,16,20190528,274142,22,1
6721,0,756,15,0,0,15,20190529,143715,13,2
6721,0,772,15,0,0,15,20190529,143715,13,2
6721,0,773,15,0,0,15,20190529,143715,13,2
6721,0,794,15,0,0,15,20190529,143715,13,2
6721,0,795,15,0,0,15,20190529,143715,13,2
6721,0,798,15,0,0,15,20190529,143715,13,2
6721,0,799,15,0,0,15,20190529,143715,13,2
6721,0,810,15,0,0,15,20190529,143715,13,2
6721,0,812,15,0,0,15,20190529,143715,13,2
6721,0,813,15,0,0,15,20190529,143715,13,2
6721,0,815,15,0,0,15,20190529,143715,13,2
6721,0,817,15,0,0,15,20190529,143715,13,2
6721,0,828,15,0,0,15,20190529,143715,13,2
6721,0,829,15,0,0,15,20190529,143715,13,2
6721,0,870,15,0,0,15,20190529,143715,13,2
6721,0,903,15,0,0,15,20190529,143715,13,2
6721,0,965,15,0,0,15,20190529,143715,13,2
6721,0,966,15,0,0,15,20190529,143715,13,2
6721,0,1042,15,0,0,15,20190529,143715,13,2
6721,0,794,13,0,0,13,20190601,85054,55,1
6721,0,795,13,0,0,13,20190601,85054,55,1
6721,0,870,13,0,0,13,20190601,85054,55,1
6721,0,966,13,0,0,13,20190601,85054,16,2
6721,0,1043,16,0,0,16,20190531,183552,24,1
6721,0,1043,16,0,0,16,20190531,184344,55,1
6721,0,927,13,0,0,13,20190530,85054,22,1
6721,0,794,12,0,0,12,20190531,82442,22,1
6721,0,795,12,0,0,12,20190531,82442,22,1
6721,0,870,12,0,0,12,20190531,82442,22,1
6721,0,794,12,0,0,12,20190531,81538,22,1
6721,0,795,12,0,0,12,20190531,81538,22,1
6721,0,870,12,0,0,12,20190531,81538,22,1
6721,0,794,13,0,0,13,20190531,83316,22,1
