2,20190528,3920,142973404,83,3404,0,0,0,0,S,140540,I17,P198,N,10,10,RC,,#,903,903,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,0.000000,0,0,14,0,0,0,0
2,20190528,60749,142973261,61,3466,0,0,0,0,S,127701,I10,P113,N,10,10,RC,,#,853,853,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,81.253587,0,0,11,0,0,0,0
2,20190528,60749,142987290,61,3466,0,0,0,0,S,117691,I17,P203,N,10,10,RC,,#,1020,1020,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,81.253587,0,0,11,0,0,0,0
2,20190528,60749,142987558,61,3466,0,0,0,0,S,83578,I13,P142,N,10,10,RC,,#,930,930,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,81.253587,0,0,11,0,0,0,0
2,20190528,60749,142996092,61,3466,0,0,0,0,S,17393,I13,P139,N,10,10,RC,,#,961,961,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,81.253587,0,0,11,0,0,0,0
2,20190528,60749,142967455,61,0,0,0,0,0,S,140623,I9,P109,N,10,10,FX,,#,-1,-1,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,Y,,0.000000,0,0,0,0,0,0,0
2,20190528,60749,142969823,61,0,0,0,0,0,S,135826,I3,P24,N,10,10,FX,,#,-2,-2,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,Y,,0.000000,0,0,0,0,0,0,0
2,20190528,61838,142973307,7,3404,0,0,0,0,S,138085,I23,P272,N,10,10,RC,,#,798,798,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,84.832798,0,0,12,0,0,0,0
2,20190528,61838,142973403,7,3404,0,0,0,0,S,140540,I17,P198,N,10,10,RC,,#,903,903,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,84.832798,0,0,12,0,0,0,0
2,20190528,61838,142991752,7,3404,0,0,0,0,S,75976,I13,P139,N,10,10,RC,,#,794,794,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,84.832798,0,0,12,0,0,0,0
2,20190528,61838,143001591,7,3404,0,0,0,0,S,118041,I23,P274,N,10,10,RC,,#,990,990,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,84.832798,0,0,12,0,0,0,0
2,20190528,61838,143001646,7,3404,0,0,0,0,S,112157,I20,P229,N,10,10,RC,,#,773,773,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,84.832798,0,0,12,0,0,0,0
2,20190528,61838,142972701,7,0,0,0,0,0,S,138451,I20,P237,N,10,10,FX,,#,-3,-3,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,Y,,0.000000,0,0,0,0,0,0,0
2,20190528,61838,142967456,7,0,0,0,0,0,S,140623,I9,P109,N,10,10,FX,,#,-4,-4,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,Y,,0.000000,0,0,0,0,0,0,0
2,20190528,61838,142993080,7,0,0,0,0,0,S,115189,I41,P471,N,10,10,FX,,#,-5,-5,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,Y,,0.000000,0,0,0,0,0,0,0
2,20190528,62957,143001525,62,3361,0,0,0,0,S,129221,I10,P113,N,10,10,RC,,#,927,927,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,31.747019,0,0,43,0,0,0,0
2,20190528,62957,142997269,62,0,0,0,0,0,S,141405,I37,P422,N,10,10,FX,,#,-6,-6,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,Y,,0.000000,0,0,0,0,0,0,0
2,20190528,62957,142974849,62,0,0,0,0,0,S,140623,I9,P109,N,10,10,FX,,#,-7,-7,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,Y,,0.000000,0,0,0,0,0,0,0
2,20190528,62957,142992677,62,0,0,0,0,0,S,135826,I3,P24,N,10,10,FX,,#,-8,-8,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,Y,,0.000000,0,0,0,0,0,0,0
2,20190528,62957,732,62,3404,0,1,0,#,S,126211,I14,P174,N,10,10,RC,AB,#,965,965,30,1,1,2,1.000000,2,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,N,84.832798,0,0,12,1,0,0,1
2,20190528,63946,142973217,30,3466,0,0,0,0,S,29269,I10,P113,N,10,10,RC,,#,988,988,45,0,1,2,1.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,95.713920,0,0,6,0,0,0,0
2,20190528,63946,142987557,30,3466,0,0,0,0,S,83578,I13,P142,N,10,10,RC,,#,930,930,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,95.713920,0,0,6,0,0,0,0
2,20190528,63946,142996091,30,3466,0,0,0,0,S,17393,I13,P139,N,10,10,RC,,#,961,961,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,95.713920,0,0,6,0,0,0,0
2,20190528,63946,142996134,30,3466,0,0,0,0,S,140833,I20,P237,N,10,10,RC,,#,844,844,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,95.713920,0,0,6,0,0,0,0
2,20190528,63946,143002643,30,3466,0,0,0,0,S,94616,I39,P434,N,10,10,RC,,#,997,997,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,95.713920,0,0,6,0,0,0,0
2,20190528,63946,142974850,30,0,0,0,0,0,S,140623,I9,P109,N,10,10,FX,,#,-9,-9,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,Y,,0.000000,0,0,0,0,0,0,0
2,20190528,63946,142993540,30,0,0,0,0,0,S,141281,I37,P419,N,10,10,FX,,#,-10,-10,15,0,1,2,0.500000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,Y,,0.000000,0,0,0,0,0,0,0
2,20190528,65005,142973402,8,3404,0,0,0,0,S,140540,I17,P198,N,10,10,RC,,#,903,903,30,0,1,2,1.000000,2,N,,0.000000,0.000000,0.000000,0.000000,0.000000,N,N,N,,59.009522,0,0,38,0,0,0,0
