21,20190530,21838,6,3332,9999.900
16,20190529,32708,17,3413,9999.900
12,20190601,165806,57,3330,9999.900
21,20190530,33946,45,3331,9999.900
16,20190529,63552,27,3372,9999.900
16,20190530,110946,32,3332,9999.900
11,20190530,24945,2,3372,9999.900
16,20190529,34142,18,3413,9999.900
21,20190529,52206,5,3331,9999.900
16,20190529,34142,18,3332,9999.900
21,20190530,30749,43,3331,9999.900
21,20190530,31838,44,3331,9999.900
16,20190529,34142,18,3374,9999.900
16,20190529,64344,28,3372,9999.900
21,20190529,52206,5,3413,9999.900
16,20190528,100749,37,3495,9999.900
21,20190530,35005,46,3332,9999.900
11,20190530,102206,42,3372,9999.900
16,20190530,110946,32,3372,9999.900
11,20190530,62206,75,3372,9999.900
16,20190529,34142,18,3331,9999.900
11,20190530,20845,65,3372,9999.900
16,20190530,84220,27,3332,9999.900
16,20190530,83316,26,3331,9999.900
11,20190530,21900,66,3372,9999.900
16,20190529,42524,21,3372,9999.900
16,20190529,32708,17,3331,9999.900
16,20190530,84220,27,3495,9999.900
16,20190529,64344,28,3331,9999.900
21,20190530,35005,46,3331,9999.900
16,20190529,63552,27,3332,9999.900
16,20190529,32708,17,3374,9999.900
16,20190530,84220,27,3331,9999.900
11,20190530,101344,15,3372,9999.900
16,20190530,170915,59,3330,9999.900
16,20190529,34142,18,3372,9999.900
16,20190529,32708,17,3372,9999.900
21,20190530,31838,44,3332,9999.900
21,20190530,20749,5,3331,9999.900
16,20190530,83316,26,3332,9999.900
16,20190529,34142,18,3495,9999.900
21,20190530,33946,45,3332,9999.900
16,20190529,63552,27,3331,9999.900
16,20190529,63552,27,3495,9999.900
12,20190601,164727,56,3330,9999.900
16,20190530,110946,32,3495,9999.900
16,20190529,42524,21,3332,9999.900
21,20190530,32957,73,3332,9999.900
16,20190529,64344,28,3332,9999.900
16,20190529,23946,14,3372,9999.900
16,20190529,23946,14,3332,9999.900
11,20190530,60552,74,3372,9999.900
11,20190530,61344,12,3372,9999.900
21,20190530,30749,43,3332,9999.900
11,20190530,23930,34,3372,9999.900
16,20190529,32708,17,3332,9999.900
21,20190530,20749,5,3332,9999.900
16,20190529,42524,21,3331,9999.900
16,20190528,100749,37,3331,9999.900
16,20190529,32708,17,3495,9999.900
21,20190530,22957,107,3331,9999.900
16,20190530,110946,32,3331,9999.900
21,20190529,52206,5,3332,9999.900
21,20190530,32957,73,3331,9999.900
16,20190530,83316,26,3495,9999.900
12,20190601,172822,59,3330,9999.900
16,20190529,42524,21,3495,9999.900
21,20190530,21838,6,3331,9999.900
16,20190529,23946,14,3331,9999.900
16,20190528,100749,37,3332,9999.900
21,20190529,42206,102,3331,9999.900
16,20190529,23946,14,3413,9999.900
11,20190530,22915,67,3372,9999.900
11,20190530,100552,80,3372,9999.900
16,20190530,83316,26,3372,9999.900
21,20190530,22957,107,3332,9999.900
16,20190529,23946,14,3374,9999.900
16,20190528,100749,37,3372,9999.900
16,20190529,64344,28,3495,9999.900
21,20190529,42206,102,3332,9999.900
16,20190530,84220,27,3372,9999.900
12,20190601,170915,58,3330,9999.900
16,20190529,23946,14,3495,9999.900
16,20190529,42524,21,3374,9786.685
16,20190530,110946,32,3374,9786.685
16,20190529,64344,28,3374,9786.685
16,20190528,100749,37,3374,9786.685
16,20190530,83316,26,3374,9786.685
16,20190529,63552,27,3374,9786.685
16,20190530,84220,27,3374,9786.685
21,20190529,42206,102,3413,9746.847
16,20190530,162339,55,3330,9656.138
16,20190529,63552,27,3413,9290.101
16,20190530,110946,32,3413,9290.101
16,20190529,64344,28,3413,9290.101
16,20190529,42524,21,3413,9290.101
16,20190530,84220,27,3413,9290.101
16,20190528,100749,37,3413,9290.101
16,20190530,83316,26,3413,9290.101
15,20190530,80634,23,3332,9260.489
15,20190530,85054,28,3332,9124.704
21,20190530,21838,6,3413,8860.770
21,20190530,33946,45,3413,8860.770
21,20190530,22957,107,3413,8860.770
21,20190530,31838,44,3413,8860.770
21,20190530,20749,5,3413,8860.770
21,20190530,30749,43,3413,8860.770
21,20190530,35005,46,3413,8860.770
21,20190530,32957,73,3413,8860.770
16,20190530,172822,60,3330,8805.435
11,20190530,102206,42,3332,8440.464
15,20190530,80634,23,3331,8073.904
6,20190530,32900,4,3332,7963.991
6,20190530,34940,5,3332,7963.991
6,20190530,31840,3,3332,7963.991
21,20190528,61344,81,3330,7887.501
21,20190528,60552,43,3330,7887.501
15,20190530,83316,26,3332,7857.384
15,20190530,84220,27,3332,7857.384
15,20190601,103749,28,3332,7702.711
11,20190530,61344,12,3332,7673.149
11,20190530,22915,67,3332,7673.149
11,20190530,101344,15,3332,7673.149
11,20190530,100552,80,3332,7673.149
11,20190530,21900,66,3332,7673.149
11,20190530,24945,2,3332,7673.149
11,20190530,20845,65,3332,7673.149
11,20190530,60552,74,3332,7673.149
