6721,705,112157,3404,6,20190320,20190514,705,-6,1,P229,0.000000,,,ZZ,ZZZZZZ,32000,,8848073.000000,8848073.000000,9290476.650000,8889544.000000,0.000000,8889544.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,706,138310,3404,6,20190320,20190409,706,-6,1,P274,0.000000,,,ZZ,ZZZZZZ,32000,,1785190.000000,1785190.000000,1874449.500000,1927578.000000,0.000000,1927578.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,707,68597,3466,6,20190220,20190409,707,-6,1,P229,0.000000,,,ZZ,ZZZZZZ,32000,,5244664.000000,5244664.000000,5506897.200000,5317500.000000,0.000000,5317500.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,708,62654,3466,6,20190213,20190419,708,-6,1,P229,0.000000,,,ZZ,ZZZZZZ,32000,,3489534.000000,3489534.000000,3664010.700000,3604700.000000,0.000000,3604700.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,709,113534,3342,6,20190116,20190419,709,-6,1,P135,0.000000,,,ZZ,ZZZZZZ,32000,,7945003.000000,7945003.000000,8342253.150000,7923700.000000,0.000000,7923700.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,710,113534,3342,6,20190116,20190419,710,-6,1,P135,0.000000,,,ZZ,ZZZZZZ,32000,,3131493.000000,3131493.000000,3288067.650000,3703900.000000,0.000000,3703900.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,711,140640,3456,6,20190320,20190423,711,-6,1,P494,0.000000,,,ZZ,ZZZZZZ,32000,,17617137.000000,17617137.000000,18497993.850000,17884973.000000,0.000000,17884973.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,712,138794,3331,6,20181212,20190416,712,-6,1,P330,0.000000,,,ZZ,ZZZZZZ,32000,,826297.000000,826297.000000,867611.850000,1148000.000000,0.000000,1148000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,713,138627,3331,6,20181121,20190423,713,-6,1,P330,0.000000,,,ZZ,ZZZZZZ,32000,,2029239.000000,2029239.000000,2130700.950000,2387193.000000,0.000000,2387193.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6721,714,138627,3331,6,20181121,20190423,714,-6,1,P330,0.000000,,,ZZ,ZZZZZZ,32000,,3502519.000000,3502519.000000,3677644.950000,4484264.000000,0.000000,4484264.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,N,N,N,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
