6721,732,965,2,30,S,126211,3404,N,-1,2,20190528,62957,2,2,661,0,0,C,BA,1.000000,0.000000,1314.000000,6299.000000, 84.8,12,0,0,6945,1,0.000000
6721,676,965,2,30,S,126211,3404,N,-1,2,20190528,71152,2,2,1063,0,0,C,BA,1.000000,0.000000,5912.000000,23803.000000,101.0,26,0,0,6945,1,0.000000
6721,687,965,2,30,S,126211,3404,N,-1,2,20190528,82812,2,2,1063,0,0,C,BA,1.000000,0.000000,13607.000000,55911.000000, 99.0,30,0,0,6945,1,0.000000
6721,697,966,2,15,S,126211,3404,N,-1,2,20190528,91318,2,2,1063,0,0,C,BA,0.500000,0.000000,15708.000000,65662.000000, 97.3,27,0,0,6945,1,0.000000
6721,674,966,2,15,S,126211,3404,N,-1,2,20190528,101050,2,2,825,0,0,C,BA,0.500000,0.000000,9243.000000,37139.000000,101.2,25,0,0,6945,1,0.000000
6721,499,965,2,30,S,126211,3404,N,-1,2,20190528,110610,2,2,825,0,0,C,BA,1.000000,0.000000,5939.000000,19381.000000,124.6,15,0,0,6945,1,0.000000
6721,496,965,2,30,S,126211,3404,N,-1,2,20190528,114640,2,2,825,0,0,E,BA,1.000000,0.000000,5459.000000,17801.000000,124.7,15,0,0,6945,1,0.000000
6721,598,965,2,30,S,126211,3404,N,-1,2,20190528,123552,2,2,996,0,0,C,BA,1.000000,0.000000,3914.000000,14124.000000,112.7,9,0,0,6945,1,0.000000
6721,684,965,2,30,S,126211,3404,N,-1,2,20190528,133552,2,2,1065,0,0,C,BA,1.000000,0.000000,3676.000000,15022.000000, 99.5,23,0,0,6945,1,0.000000
6721,415,965,2,30,S,126211,3404,N,-1,2,20190528,142206,2,2,788,0,0,E,BA,1.000000,0.000000,4911.000000,15029.000000,132.9,4,0,0,6945,1,0.000000
6721,275,965,2,30,S,126211,3404,N,-1,2,20190528,150757,2,2,689,0,0,C,BA,1.000000,0.000000,6946.000000,17701.000000,159.6,3,0,0,6945,1,0.000000
6721,538,965,2,30,S,126211,3404,N,-1,2,20190528,154854,2,2,689,0,0,C,BA,1.000000,0.000000,7552.000000,25480.000000,120.5,5,0,0,6945,1,0.000000
6721,672,965,2,30,S,126211,3404,N,-1,2,20190528,164344,2,2,1016,0,0,C,BA,1.000000,0.000000,7783.000000,31036.000000,102.0,16,0,0,6945,1,0.000000
6721,637,965,2,30,S,126211,3404,N,-1,2,20190528,230835,2,2,993,0,0,C,BA,1.000000,0.000000,17244.000000,65508.000000,107.0,13,0,0,6945,1,0.000000
6721,466,965,2,30,S,126211,3404,N,-1,2,20190528,233950,2,2,993,0,0,C,BA,1.000000,0.000000,13085.000000,41894.000000,127.0,8,0,0,6945,1,0.000000
